 to your browser,لمتصفحك
Corrective Operation,توزيع مركز التكلفة
Corrective Operation Cost,نسبة توزيع مركز التكلفة
Corrective/Preventive,نسب توزيع مراكز التكلفة
Cosmetics,اسم مركز التكلفة
Cost,رقم مركز التكلفة
Cost Center,مركز التكلفة والميزانية
Cost Center Allocation,تم تحديث مركز التكلفة لصفوف الأصناف إلى {0}
Cost Center Allocation Percentage,مركز التكلفة جزء من توزيع مراكز التكلفة، لذا لا يمكن تحويله إلى مجموعة
Cost Center Allocation Percentages,مركز التكلفة مطلوب في الصف {0} في جدول الضرائب للنوع {1}
Cost Center Name,لا يمكن تحويل مركز التكلفة ذي سجلات التوزيع إلى مجموعة
Cost Center Number,لا يمكن تحويل مركز التكلفة ذي المعاملات الحالية إلى مجموعة
Cost Center and Budgeting,لا يمكن تحويل مركز التكلفة ذي المعاملات الحالية إلى دفتر أستاذ
Cost Center for Item rows has been updated to {0},لا يمكن استخدام مركز التكلفة {0} في التوزيع لأنه مستخدم كمركز أساسي في سجل توزيع آخر.
"Cost Center is a part of Cost Center Allocation, hence cannot be converted to a group",مركز التكلفة {} لا ينتمي للشركة {}
Cost Center is required in row {0} in Taxes table for type {1},مركز التكلفة {} هو مركز تكلفة من نوع مجموعة، ولا يمكن استخدام مراكز المجموعات في المعاملات
Cost Center with Allocation records can not be converted to a group,مركز التكلفة: {0} غير موجود
Cost Center with existing transactions can not be converted to group,مراكز التكلفة
Cost Center with existing transactions can not be converted to ledger,إعداد التكلفة
Cost Center {0} cannot be used for allocation as it is used as main cost center in other allocation record.,تكلفة الوحدة
Cost Center {} doesn't belong to Company {},التكلفة والشحن
Cost Center {} is a group cost center and group cost centers cannot be used in transactions,تكلفة الأصناف المسلّمة
Cost Center: {0} does not exist,تكلفة البضائع المباعة
Cost Centers,حساب تكلفة البضائع المباعة في جدول الأصناف
Cost Configuration,تكلفة الأصناف المُصدرة
Cost Per Unit,تقرير تكلفة الجودة الرديئة
Cost and Freight,تكلفة الأصناف المشتراة
Cost of Delivered Items,تكلفة الأنشطة المختلفة
Cost of Goods Sold,التكلفة إلى الشركة
Cost of Goods Sold Account in Items Table,التكلفة، التأمين والشحن
Cost of Issued Items,التكلفة
Cost of Poor Quality Report,مبلغ التكلفة
Cost of Purchased Items,تفاصيل التكلفة
Cost of various activities,معدل التكلفة
Cost to Company (CTC),التكلفة والفوترة
"Cost, Insurance and Freight",تعذر حذف بيانات العرض
Costing,تعذر إنشاء عميل تلقائياً بسبب الحقول الإلزامية الناقصة التالية:
Costing Amount,"تعذر إنشاء إشعار دَين تلقائياً، يرجى إلغاء تحديد ""إصدار إشعار دَين"" ثم إعادة الإرسال"
Costing Details,تعذر تحديد الشركة لتحديث الحسابات البنكية
Costing Rate,تعذر العثور على وردية مناسبة لتطابق الفرق: {0}
Costing and Billing,تعذر العثور على مسار لـ
Could Not Delete Demo Data,تعذر جلب المعلومات لـ {0}
Could not auto create Customer due to the following missing mandatory field(s):,تعذر حل دالة نقاط المعايير لـ {0}. تأكد من صحة الصيغة.
"Could not create Credit Note automatically, please uncheck 'Issue Credit Note' and submit again",تعذر حل دالة النقاط الموزونة. تأكد من صحة الصيغة.
Could not detect the Company for updating Bank Accounts,كولوم
Could not find a suitable shift to match the difference: {0},عدد
Could not find path for ,الدولة
Could not retrieve information for {0}.,رمز الدولة في الملف لا يطابق رمز الدولة في إعدادات النظام
Could not solve criteria score function for {0}. Make sure the formula is valid.,بلد المنشأ
Could not solve weighted score function. Make sure the formula is valid.,رمز القسيمة
Coulomb,مبني على رمز القسيمة
Count,وصف القسيمة
Country,اسم القسيمة
Country Code in File does not match with country code set up in the system,نوع القسيمة
Country of Origin,دائن
Coupon Code,إنشاء
Coupon Code Based,إنشاء مخطط حسابات بناءً على
Coupon Description,إنشاء رحلة تسليم
Coupon Name,إنشاء قيد إهلاك
Coupon Type,إنشاء موظف
Cr,إنشاء سجلات الموظفين
Create,إنشاء أصل مجمّع
Create Chart Of Accounts Based On,إنشاء قيد يومية بين الشركات
Create Delivery Trip,إنشاء فواتير
Create Depreciation Entry,إنشاء بطاقة عمل
Create Employee,إنشاء بطاقة عمل بناءً على حجم الدفعة
Create Employee Records,إنشاء قيود يومية
Create Employee records.,إنشاء قيد يومية
Create Grouped Asset,إنشاء عميل متوقع
Create Inter Company Journal Entry,إنشاء العملاء المتوقعين
Create Invoices,إنشاء قيود دفتر الأستاذ لمبلغ الصرف
Create Job Card,إنشاء رابط
Create Job Card based on Batch Size,إنشاء طرف مفقود
Create Journal Entries,إنشاء شجرة مواد متعددة المستويات
Create Journal Entry,إنشاء جهة اتصال جديدة
Create Lead,إنشاء عميل جديد
Create Leads,إنشاء عميل متوقع جديد
Create Ledger Entries for Change Amount,إنشاء فرصة
Create Link,إنشاء قيد افتتاح POS
Create Missing Party,إنشاء قيد دفعة
Create Multi-level BOM,إنشاء قائمة التقاط
Create New Contact,إنشاء نموذج طباعة
Create New Customer,إنشاء عميل محتمل
Create New Lead,إنشاء تنسيق طباعة
Create Opportunity,إنشاء عميل متوقع
Create POS Opening Entry,إنشاء أمر شراء
Create Payment Entry,إنشاء أوامر شراء
Create Pick List,إنشاء عرض سعر
Create Print Format,إنشاء قائمة مستلمين
Create Prospect,إنشاء قيود إعادة الترحيل
Create Purchase Order,إنشاء قيد إعادة الترحيل
Create Purchase Orders,إنشاء فاتورة مبيعات
Create Quotation,إنشاء أمر مبيعات
Create Receiver List,إنشاء أوامر مبيعات لمساعدتك في التخطيط والعمل والتسليم في الوقت المحدد
Create Reposting Entries,إنشاء قيد مخزون للاحتفاظ بالعينات
Create Reposting Entry,إنشاء قيد مخزون
Create Sales Invoice,إنشاء عرض سعر مورّد
Create Sales Order,إنشاء قالب ضريبة
Create Sales Orders to help you plan your work and deliver on-time,إنشاء بطاقة دوام
Create Sample Retention Stock Entry,إنشاء مستخدم
Create Stock Entry,إنشاء صلاحية مستخدم
Create Supplier Quotation,إنشاء مستخدمين
Create Tax Template,إنشاء متغير
Create Timesheet,إنشاء متغيرات
Create User,إنشاء محطة عمل
Create User Permission,إنشاء أصل مركّب جديد
Create Users,إنشاء متغير باستخدام صورة القالب
Create Variant,إنشاء معاملة مخزون وارد للصنف
Create Variants,إنشاء عروض أسعار للعملاء
Create Workstation,إنشاء في حالة مسودة
Create a new composite asset,إنشاء العميل أو المورد المفقود
Create a variant with the template image.,هل تريد إنشاء {0} {1} ؟
